"method","method_family","tuning","beta","tv","fkl","rkl","mean_h_error","q0","expected_code","active_kernels_001","q_effective_kernels","n_kernels","stored_atoms","objective","rmse","logscore","rmse_gap","logscore_gap","kkt_residual","optimizer_status","optimizer_iterations","objective_change","raw_candidates","key_deduped_candidates","near_deduped_candidates","objective_consistent","status","error","scenario","rho","replication_id","mode","p","n_train","n_test","reference_object","reference_support_entropy","reference_support_n95","reference_mode","sampler","n_iter","burn","thin","n_chains","retained_draws","unique_supports","unique_group_states","top_support_mass","effective_support_count","mean_size","accept_rate","group_pip_max_range","group_pip_mean_range","split_rhat_max","split_rhat_median","ess_min","ess_median","group_pip_mcse_max","runtime_sec_reference","diagnostic_status","diagnostic_warning","runtime_sec"
"Posterior clustering","posterior clustering","clusters=8, beta=0.005",0.005,0.0303073487401826,0.00278401577568874,0.00285177008308295,0,0.910222887855311,17.4975064517556,12,1.6295130586979,12,NA,0.0897832668013193,1.91165609450143,-2.0649178152221,0.00145315139114466,-0.000674889868734319,0.0115809959071914,"max_iter_reached",120,1.56964456413111e-06,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Posterior clustering","posterior clustering","clusters=12, beta=0.005",0.005,0.038017564812616,0.00362971614969206,0.0036584622109106,1.11022302462516e-16,0.865648284313557,17.2498833684599,17,1.98619374305507,17,NA,0.0891929128767651,1.91312540807419,-2.06575612701316,0.0029224649639068,-0.00151320165979518,0.0112099259456411,"max_iter_reached",120,2.77826662055392e-06,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Posterior clustering","posterior clustering","clusters=16, beta=0.005",0.005,0.0457176032579358,0.00519992879536481,0.00516702198219869,0,0.794456119044848,16.8212825321262,24,2.76709075147098,24,NA,0.0882885449579773,1.91237482367584,-2.06529649063468,0.00217188056555728,-0.0010535652813104,0.0196504411937286,"max_iter_reached",120,7.44789077983254e-06,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"ASK-PC pooled union","support-kernel compression","beta=0.02",0.02,0.156164274119882,0.0822496714648305,0.0734318025807894,0,0.0109745509533552,8.00066350113821,45,15.5484633770839,1498,NA,0.239518979671997,1.9196734349762,-2.0689577070312,0.00947049186591231,-0.00471478167782902,0.0174422193407054,"embedded_pruned_feasible_solution",0,0,2330,2315,1498,TRUE,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"ASK-PC pooled-pruned 99%","support-kernel compression","beta=0.02",0.02,0.156164274119882,0.0822496714648305,0.0734318025807894,0,0.0109745509533552,8.00066350113821,45,15.5484633770839,62,NA,0.239518979671997,1.9196734349762,-2.0689577070312,0.00947049186591231,-0.00471478167782902,0.00816199244428872,"max_iter_reached",140,6.85735782129937e-07,2330,2315,1498,TRUE,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Fixed hard dictionary","fixed region dictionary","beta=0.02",0.02,0.289106071094857,0.567040040528019,0.292734220387829,0,0.0489411518374769,29.5138857924893,38,14.2325246841838,49,NA,1.15466222656162,1.92380786990146,-2.0715930482467,0.013604926791174,-0.00735012289332859,0.101887310889556,"max_iter_reached",120,3.18435874084866e-05,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Top-M support atoms","atom truncation","M=24, beta=0.02",0.02,0.79539218320438,2.27863184242311,1.58537668867848,0,0.0459745920118073,56.5042180978705,25,22.5787181923243,25,24,3.40559919659081,1.94281197900474,-2.084212897058,0.0326090358944573,-0.0199699717046302,0.146451509798923,"objective_converged_kkt_warning",93,5.33166611749181e-07,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Top-M support atoms","atom truncation","M=48, beta=0.02",0.02,0.731589823250289,2.09666857893864,1.27369588258152,0,0.04158538438827,52.6102774786418,49,41.7808712783995,49,48,3.1451416899016,1.94558924420142,-2.08524990817655,0.0353863010911388,-0.0210069828231818,0.058027831709277,"objective_converged_kkt_warning",96,4.08751580938116e-06,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Top-M support atoms","atom truncation","M=96, beta=0.02",0.02,0.65430604549792,1.88539277637975,1.01447737299024,0,0.0371559173510025,49.2135545134614,97,73.0066774921305,97,96,2.86537331573952,1.9386887236646,-2.08049005239648,0.0284857805543137,-0.016247127043111,0.0479246745974827,"objective_converged_kkt_warning",89,2.50041600713402e-06,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Posterior clustering","posterior clustering","clusters=8, beta=0.02",0.02,0.114751368880009,0.0376002951605952,0.0399033986804205,0,0.665870752867138,14.8066761104213,12,3.63495390826514,12,NA,0.33244322093813,1.91654980807463,-2.06735644169952,0.00634686496433945,-0.00311351634614931,0.029384724710981,"max_iter_reached",120,1.98850048610533e-05,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Posterior clustering","posterior clustering","clusters=12, beta=0.02",0.02,0.123090783400567,0.0390521750206704,0.0395167409823214,0,0.584065050779134,14.5039701792363,17,5.04515921498218,17,NA,0.32751314939316,1.91947360462843,-2.06905695821077,0.00927066151814637,-0.004814032857404,0.0283638356705255,"max_iter_reached",120,1.65682879521567e-05,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Posterior clustering","posterior clustering","clusters=16, beta=0.02",0.02,0.12659749522288,0.0447145331499318,0.0433845346243847,0,0.455874464566485,13.7257742856744,24,7.70043066300143,24,NA,0.31718874260587,1.9182985345625,-2.06833452814424,0.00809559145221916,-0.00409160279086951,0.0328273703018507,"max_iter_reached",120,1.71839911084493e-05,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"ASK-PC pooled union","support-kernel compression","beta=0.08",0.08,0.189485267652036,0.126845716305563,0.111668396989051,0,0.001,6.41473001248541,14,8.33083523195111,1498,NA,0.637904153585204,1.92365135652747,-2.07098142853825,0.0134484134171882,-0.00673850318488478,0.025240599303098,"embedded_pruned_feasible_solution",0,0,2330,2315,1498,TRUE,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"ASK-PC pooled-pruned 99%","support-kernel compression","beta=0.08",0.08,0.189485267652036,0.126845716305563,0.111668396989051,0,0.001,6.41473001248541,14,8.33083523195111,15,NA,0.637904153585204,1.92365135652747,-2.07098142853825,0.0134484134171882,-0.00673850318488478,0.0100982992761917,"objective_converged_kkt_warning",2,1.27967522578487e-07,2330,2315,1498,TRUE,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Fixed hard dictionary","fixed region dictionary","beta=0.08",0.08,0.418182451705968,1.05543260535283,0.560573199912254,0,0.0119700207874121,17.4609655731851,49,33.7033491756349,49,NA,2.44879225399315,1.9407692492341,-2.08050765635265,0.0305663061238168,-0.0162647309992834,0.175980837474179,"max_iter_reached",120,0.000161439603146629,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Top-M support atoms","atom truncation","M=24, beta=0.08",0.08,0.824361790382781,3.4596726676798,1.79965751548652,0,0.0112272788105515,24.7218243254084,25,21.6592820239666,25,24,5.434343179619,1.94787793753855,-2.08693204436864,0.0376749944282608,-0.0226891190152676,1.81974495762974,"max_iter_reached",120,0.000102684373340267,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Top-M support atoms","atom truncation","M=48, beta=0.08",0.08,0.755333713276406,3.15921719220119,1.46003798790076,0,0.0104798516029622,24.0905667375,49,42.6830159171203,49,48,5.08270873011377,1.95091043467522,-2.08810367892555,0.0407074915649386,-0.0238607535721789,0.338324382766385,"max_iter_reached",120,0.000150002166535046,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Top-M support atoms","atom truncation","M=96, beta=0.08",0.08,0.672998562368131,2.82835132813658,1.23373677084168,0,0.00964894353937588,23.5131907159799,97,72.1471534122053,97,96,4.70512787758428,1.95201521300447,-2.08763034206728,0.0418122698941839,-0.0233874167139159,2.46541941677607,"max_iter_reached",120,0.000170681168245146,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Posterior clustering","posterior clustering","clusters=8, beta=0.08",0.08,0.308717001748843,0.300945914313506,0.28345897181505,0,0.134023338062624,8.31810356657885,11,3.16944283499552,12,NA,0.965240643829154,1.93304612922146,-2.07628294642536,0.0228431861111713,-0.0120400210719924,0.153029623139469,"max_iter_reached",120,5.48487099314432e-05,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Posterior clustering","posterior clustering","clusters=12, beta=0.08",0.08,0.296064832882878,0.286110276147801,0.260942733083889,0,0.106737502560443,8.43607893730662,16,4.43802585019404,17,NA,0.959506381483059,1.93290985101051,-2.07631136090216,0.0227069079002198,-0.0120684355487923,0.126943074395515,"max_iter_reached",120,6.85422165374039e-05,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Posterior clustering","posterior clustering","clusters=16, beta=0.08",0.08,0.274595412631283,0.257260231914903,0.221744900800183,0,0.0322865816223629,8.37001224831357,22,5.97378080009787,24,NA,0.925073831753131,1.93136717424763,-2.07535385799691,0.0211642311373457,-0.0111109326435397,0.151904071101808,"max_iter_reached",120,5.15083361944946e-05,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Dilution-prior BMA","redundancy-aware prior","power=0.25 over visited supports",NA,0.368534838316001,1.34336515781924,0.461453137786988,0,NA,1335,NA,NA,NA,1335,NA,1.91956546508617,-2.06928926670341,0.0093625219758855,-0.00504634135003679,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
